Frequency(MHz),Power(dBmV/100kHz)_20260202_204320
130.9981,21.02
131.0981,20.74
131.1981,21.21
131.2981,21.21
131.3981,19.7
131.4981,18.95
131.5981,16.88
131.6981,14.71
131.7981,11.89
131.8981,10.85
131.9981,11.23
132.0981,11.89
132.1981,12.74
132.2981,13.58
132.3981,14.71
132.4981,15.94
132.5981,17.35
132.6981,19.23
132.7981,21.49
132.8981,24.59
132.9981,29.49
133.0981,41.82
133.1981,35.23
133.2981,27.42
133.3981,23.28
133.4981,20.55
133.5981,18.48
133.6981,16.78
133.7981,15.47
133.8981,14.24
133.9981,13.21
134.0981,12.17
134.1981,11.32
134.2981,10.57
134.3981,9.91
134.4981,9.35
134.5981,8.78
134.6981,8.31
134.7981,7.56
134.8981,7.18
134.9981,6.9
135.0981,6.34
135.1981,5.96
135.2981,5.58
135.3981,5.4
135.4981,4.64
135.5981,4.55
135.6981,4.17
135.7981,3.61
135.8981,3.61
135.9981,3.51
136.0981,3.51
136.1981,3.32
136.2981,3.04
136.3981,2.57
136.4981,2.2
136.5981,2.2
136.6981,2.1
136.7981,2.1
136.8981,2.1
136.9981,2.1
137.0981,2.1
137.1981,2.01
137.2981,2.01
137.3981,2.01
137.4981,2.1
137.5981,2.85
137.6981,3.61
137.7981,8.88
137.8981,10.1
137.9981,13.4
138.0981,16.03
138.1981,17.91
138.2981,19.32
138.3981,19.8
138.4981,20.83
138.5981,21.02
138.6981,19.8
138.7981,20.27
138.8981,20.17
138.9981,20.83
139.0981,20.55
139.1981,20.64
139.2981,20.17
139.3981,21.4
139.4981,20.55
139.5981,20.64
139.6981,20.64
139.7981,20.08
139.8981,20.55
139.9981,20.92
140.0981,20.92
140.1981,21.02
140.2981,20.64
140.3981,19.98
140.4981,19.42
140.5981,20.27
140.6981,20.45
140.7981,20.36
140.8981,20.27
140.9981,20.74
141.0981,20.92
141.1981,20.74
141.2981,20.55
141.3981,21.11
141.4981,21.68
141.5981,21.77
141.6981,21.68
141.7981,21.4
141.8981,21.96
141.9981,22.34
142.0981,20.45
142.1981,21.58
142.2981,21.4
142.3981,21.49
142.4981,21.58
142.5981,20.83
142.6981,20.83
142.7981,21.02
142.8981,21.58
142.9981,21.3
143.0981,21.3
143.1981,20.55
143.2981,20.64
143.3981,19.51
143.4981,17.44
143.5981,15.47
143.6981,10.95
143.7981,6.81
143.8981,10.01
143.9981,14.43
144.0981,17.16
144.1981,19.04
144.2981,20.64
144.3981,20.17
144.4981,20.92
144.5981,20.92
144.6981,21.02
144.7981,21.4
144.8981,21.77
144.9981,21.21
145.0981,21.11
145.1981,21.58
145.2981,21.49
145.3981,21.77
145.4981,21.68
145.5981,21.02
145.6981,19.98
145.7981,20.45
145.8981,21.96
145.9981,21.58
146.0981,21.58
146.1981,21.77
146.2981,21.21
146.3981,21.11
146.4981,22.15
146.5981,21.68
146.6981,20.74
146.7981,20.74
146.8981,21.58
146.9981,20.64
147.0981,20.45
147.1981,20.55
147.2981,20.74
147.3981,21.11
147.4981,21.21
147.5981,20.27
147.6981,20.55
147.7981,19.98
147.8981,20.92
147.9981,20.08
148.0981,21.4
148.1981,20.92
148.2981,21.02
148.3981,21.4
148.4981,20.27
148.5981,21.02
148.6981,20.83
148.7981,21.11
148.8981,20.83
148.9981,20.45
149.0981,20.27
149.1981,20.64
149.2981,19.7
149.3981,18.57
149.4981,16.31
149.5981,14.15
149.6981,9.72
149.7981,7.75
149.8981,11.89
149.9981,16.22
150.0981,18.2
150.1981,19.7
150.2981,19.7
150.3981,20.92
150.4981,21.02
150.5981,20.74
150.6981,20.64
150.7981,20.36
150.8981,20.17
150.9981,19.98
151.0981,19.98
151.1981,20.55
151.2981,20.45
151.3981,20.45
151.4981,20.83
151.5981,21.21
151.6981,20.74
151.7981,19.98
151.8981,20.64
151.9981,21.11
152.0981,20.45
152.1981,21.21
152.2981,20.83
152.3981,21.02
152.4981,20.45
152.5981,20.08
152.6981,20.27
152.7981,19.61
152.8981,20.55
152.9981,20.55
153.0981,21.11
153.1981,19.98
153.2981,21.02
153.3981,20.36
153.4981,20.27
153.5981,20.74
153.6981,20.83
153.7981,20.74
153.8981,20.17
153.9981,20.74
154.0981,20.92
154.1981,20.55
154.2981,20.17
154.3981,20.36
154.4981,20.92
154.5981,20.83
154.6981,20.55
154.7981,21.49
154.8981,21.21
154.9981,20.27
155.0981,20.74
155.1981,21.21
155.2981,20.55
155.3981,18.85
155.4981,16.31
155.5981,12.27
155.6981,7.37
155.7981,7.47
155.8981,13.11
155.9981,16.41
156.0981,18.76
156.1981,18.67
156.2981,19.23
156.3981,20.74
156.4981,20.27
156.5981,21.3
156.6981,20.83
156.7981,20.74
156.8981,19.89
156.9981,19.98
157.0981,21.02
157.1981,20.45
157.2981,20.92
157.3981,20.74
157.4981,21.11
157.5981,20.83
157.6981,20.74
157.7981,20.83
157.8981,19.7
157.9981,20.55
158.0981,20.64
158.1981,21.02
158.2981,22.15
158.3981,20.64
158.4981,21.49
158.5981,21.96
158.6981,21.21
158.7981,21.02
158.8981,21.4
158.9981,20.92
159.0981,20.55
159.1981,21.3
159.2981,20.83
159.3981,20.74
159.4981,20.83
159.5981,20.64
159.6981,21.21
159.7981,20.64
159.8981,20.64
159.9981,21.11
160.0981,21.96
160.1981,20.55
160.2981,20.74
160.3981,20.45
160.4981,20.92
160.5981,20.55
160.6981,21.21
160.7981,21.11
160.8981,20.83
160.9981,20.45
161.0981,21.02
161.1981,20.83
161.2981,19.98
161.3981,18.29
161.4981,14.71
161.5981,11.42
161.6981,7.37
161.7981,9.82
161.8981,14.71
161.9981,17.07
162.0981,19.61
162.1981,20.64
162.2981,20.17
162.3981,20.36
162.4981,19.42
162.5981,19.7
162.6981,20.36
162.7981,21.11
162.8981,20.83
162.9981,21.11
163.0981,21.21
163.1981,21.3
163.2981,21.02
163.3981,20.74
163.4981,21.21
163.5981,20.55
163.6981,21.58
163.7981,21.77
163.8981,21.49
163.9981,20.74
164.0981,20.27
164.1981,20.74
164.2981,21.87
164.3981,20.55
164.4981,20.83
164.5981,20.74
164.6981,20.83
164.7981,20.74
164.8981,19.8
164.9981,21.49
165.0981,20.45
165.1981,21.21
165.2981,20.83
165.3981,21.21
165.4981,20.17
165.5981,20.83
165.6981,19.8
165.7981,20.36
165.8981,20.74
165.9981,20.64
166.0981,21.49
166.1981,20.83
166.2981,20.64
166.3981,21.3
166.4981,21.02
166.5981,21.02
166.6981,19.8
166.7981,20.92
166.8981,21.11
166.9981,19.7
167.0981,20.74
167.1981,20.74
167.2981,19.7
167.3981,17.91
167.4981,15.18
167.5981,10.57
167.6981,7.75
167.7981,12.17
167.8981,15.0
167.9981,19.14
168.0981,20.36
168.1981,20.64
168.2981,21.11
168.3981,20.55
168.4981,19.32
168.5981,20.92
168.6981,21.68
168.7981,20.55
168.8981,20.08
168.9981,21.02
169.0981,21.02
169.1981,20.64
169.2981,20.17
169.3981,21.21
169.4981,21.21
169.5981,21.11
169.6981,21.3
169.7981,21.4
169.8981,19.98
169.9981,21.68
170.0981,20.36
170.1981,20.27
170.2981,20.74
170.3981,20.74
170.4981,21.68
170.5981,21.02
170.6981,20.92
170.7981,21.11
170.8981,21.3
170.9981,20.74
171.0981,21.77
171.1981,21.77
171.2981,20.92
171.3981,20.74
171.4981,20.92
171.5981,19.61
171.6981,21.3
171.7981,20.64
171.8981,20.45
171.9981,21.02
172.0981,20.17
172.1981,20.92
172.2981,21.11
172.3981,21.21
172.4981,21.02
172.5981,20.27
172.6981,20.83
172.7981,21.49
172.8981,20.17
172.9981,20.55
173.0981,21.49
173.1981,20.36
173.2981,19.23
173.3981,17.63
173.4981,14.52
173.5981,9.25
173.6981,8.5
173.7981,12.55
173.8981,16.31
173.9981,18.2
174.0981,19.7
174.1981,20.55
174.2981,20.36
174.3981,20.74
174.4981,20.92
174.5981,21.11
174.6981,21.21
174.7981,20.92
174.8981,21.77
174.9981,21.11
175.0981,21.58
175.1981,20.36
175.2981,21.68
175.3981,21.02
175.4981,21.21
175.5981,20.83
175.6981,20.36
175.7981,20.74
175.8981,21.02
175.9981,20.83
176.0981,21.3
176.1981,20.83
176.2981,20.74
176.3981,20.83
176.4981,21.49
176.5981,20.74
176.6981,21.77
176.7981,21.21
176.8981,20.92
176.9981,20.64
177.0981,21.49
177.1981,21.02
177.2981,20.64
177.3981,19.98
177.4981,20.64
177.5981,21.4
177.6981,20.74
177.7981,20.55
177.8981,21.87
177.9981,20.74
178.0981,20.74
178.1981,21.4
178.2981,20.08
178.3981,20.74
178.4981,20.64
178.5981,20.92
178.6981,21.21
178.7981,21.02
178.8981,20.92
178.9981,20.74
179.0981,19.89
179.1981,19.8
179.2981,18.01
179.3981,16.03
179.4981,12.17
179.5981,8.31
179.6981,10.01
179.7981,14.34
179.8981,17.35
179.9981,18.85
180.0981,19.8
180.1981,21.11
180.2981,21.4
180.3981,20.36
180.4981,21.96
180.5981,21.21
180.6981,20.08
180.7981,20.83
180.8981,21.49
180.9981,20.27
181.0981,20.92
181.1981,20.83
181.2981,20.83
181.3981,21.02
181.4981,21.02
181.5981,20.36
181.6981,21.4
181.7981,20.74
181.8981,20.45
181.9981,19.89
182.0981,20.08
182.1981,20.64
182.2981,20.45
182.3981,20.27
182.4981,21.4
182.5981,21.21
182.6981,19.98
182.7981,20.74
182.8981,20.27
182.9981,20.64
183.0981,21.49
183.1981,20.17
183.2981,20.83
183.3981,21.4
183.4981,21.3
183.5981,21.68
183.6981,20.17
183.7981,20.83
183.8981,21.4
183.9981,21.02
184.0981,21.4
184.1981,20.92
184.2981,20.74
184.3981,21.3
184.4981,20.17
184.5981,20.83
184.6981,20.45
184.7981,20.36
184.8981,20.64
184.9981,20.45
185.0981,20.45
185.1981,19.7
185.2981,16.78
185.3981,14.71
185.4981,11.04
185.5981,7.37
185.6981,11.14
185.7981,15.37
185.8981,17.54
185.9981,19.42
186.0981,20.55
186.1981,20.83
186.2981,20.45
186.3981,19.98
186.4981,21.21
186.5981,21.11
186.6981,21.02
186.7981,20.27
186.8981,21.02
186.9981,20.92
187.0981,21.02
187.1981,19.7
187.2981,21.77
187.3981,20.74
187.4981,21.77
187.5981,21.49
187.6981,21.3
187.7981,20.74
187.8981,20.45
187.9981,21.87
188.0981,20.74
188.1981,20.83
188.2981,21.49
188.3981,20.45
188.4981,20.64
188.5981,21.02
188.6981,21.21
188.7981,20.74
188.8981,20.74
188.9981,20.27
189.0981,21.11
189.1981,20.36
189.2981,20.64
189.3981,21.11
189.4981,19.8
189.5981,19.98
189.6981,20.45
189.7981,20.27
189.8981,21.77
189.9981,20.92
190.0981,21.11
190.1981,20.83
190.2981,20.92
190.3981,21.02
190.4981,21.4
190.5981,21.21
190.6981,20.74
190.7981,21.11
190.8981,21.21
190.9981,21.02
191.0981,20.27
191.1981,19.61
191.2981,16.31
191.3981,13.87
191.4981,8.69
191.5981,7.84
191.6981,12.74
191.7981,15.28
191.8981,18.48
191.9981,19.51
192.0981,19.89
192.1981,21.58
192.2981,21.11
192.3981,21.49
192.4981,21.11
192.5981,21.3
192.6981,19.98
192.7981,20.64
192.8981,20.83
192.9981,20.27
193.0981,21.11
193.1981,20.92
193.2981,20.36
193.3981,20.27
193.4981,19.89
193.5981,21.4
193.6981,20.83
193.7981,21.21
193.8981,20.83
193.9981,21.21
194.0981,20.64
194.1981,20.08
194.2981,21.3
194.3981,20.74
194.4981,21.21
194.5981,21.11
194.6981,20.36
194.7981,20.55
194.8981,20.17
194.9981,20.83
195.0981,20.92
195.1981,20.92
195.2981,21.58
195.3981,21.11
195.4981,20.45
195.5981,19.98
195.6981,20.74
195.7981,21.58
195.8981,20.83
195.9981,21.11
196.0981,20.92
196.1981,20.64
196.2981,21.02
196.3981,20.64
196.4981,21.3
196.5981,20.45
196.6981,20.64
196.7981,20.74
196.8981,20.55
196.9981,20.74
197.0981,19.23
197.1981,18.1
197.2981,15.18
197.3981,12.27
197.4981,7.09
197.5981,8.88
197.6981,14.34
197.7981,16.31
197.8981,18.95
197.9981,19.51
198.0981,20.64
198.1981,20.08
198.2981,20.36
198.3981,20.55
198.4981,20.83
198.5981,21.58
198.6981,21.4
198.7981,21.96
198.8981,19.89
198.9981,21.11
199.0981,20.55
199.1981,21.02
199.2981,21.02
199.3981,20.83
199.4981,21.77
199.5981,21.58
199.6981,21.11
199.7981,20.92
199.8981,20.74
199.9981,21.4
200.0981,21.02
200.1981,20.64
200.2981,22.05
200.3981,21.58
200.4981,21.11
200.5981,21.49
200.6981,21.49
200.7981,20.74
200.8981,20.45
200.9981,21.49
201.0981,20.36
201.1981,20.36
201.2981,20.83
201.3981,20.17
201.4981,20.55
201.5981,20.74
201.6981,20.55
201.7981,20.27
201.8981,20.55
201.9981,20.64
202.0981,21.4
202.1981,21.58
202.2981,21.4
202.3981,21.58
202.4981,20.74
202.5981,20.08
202.6981,20.55
202.7981,20.17
202.8981,21.02
202.9981,19.98
203.0981,19.04
203.1981,17.63
203.2981,15.0
203.3981,10.85
203.4981,7.84
203.5981,11.23
203.6981,15.65
203.7981,17.54
203.8981,18.85
203.9981,19.98
204.0981,21.49
204.1981,21.49
204.2981,21.21
204.3981,20.08
204.4981,20.83
204.5981,20.36
204.6981,21.4
204.7981,20.17
204.8981,20.92
204.9981,20.64
205.0981,21.02
205.1981,21.21
205.2981,21.58
205.3981,20.27
205.4981,20.74
205.5981,21.49
205.6981,20.74
205.7981,21.11
205.8981,21.4
205.9981,21.21
206.0981,20.45
206.1981,21.4
206.2981,20.55
206.3981,20.74
206.4981,20.55
206.5981,20.64
206.6981,21.21
206.7981,20.36
206.8981,21.4
206.9981,20.27
207.0981,20.64
207.1981,20.55
207.2981,21.4
207.3981,21.58
207.4981,20.08
207.5981,20.83
207.6981,20.27
207.7981,20.92
207.8981,21.3
207.9981,21.58
208.0981,20.55
208.1981,21.49
208.2981,20.92
208.3981,21.21
208.4981,19.8
208.5981,20.08
208.6981,20.45
208.7981,21.11
208.8981,21.3
208.9981,21.3
209.0981,19.14
209.1981,16.78
209.2981,14.52
209.3981,10.01
209.4981,8.31
209.5981,13.4
209.6981,16.5
209.7981,18.57
209.8981,19.32
209.9981,20.83
210.0981,20.83
210.1981,20.74
210.2981,21.02
210.3981,20.83
210.4981,21.77
210.5981,20.27
210.6981,20.74
210.7981,21.11
210.8981,21.87
210.9981,22.05
211.0981,21.68
211.1981,21.87
211.2981,20.83
211.3981,21.21
211.4981,21.4
211.5981,20.64
211.6981,21.87
211.7981,21.49
211.8981,20.64
211.9981,20.92
212.0981,20.83
212.1981,21.02
212.2981,20.74
212.3981,21.02
212.4981,20.83
212.5981,20.83
212.6981,20.45
212.7981,21.49
212.8981,21.11
212.9981,21.21
213.0981,20.74
213.1981,21.21
213.2981,19.98
213.3981,20.08
213.4981,21.21
213.5981,21.3
213.6981,20.83
213.7981,20.17
213.8981,20.74
213.9981,22.34
214.0981,20.74
214.1981,20.45
214.2981,21.02
214.3981,20.92
214.4981,21.58
214.5981,21.3
214.6981,21.21
214.7981,19.98
214.8981,21.21
214.9981,20.45
215.0981,19.42
215.1981,15.65
215.2981,12.74
215.3981,8.22
215.4981,9.54
215.5981,13.87
215.6981,17.25
215.7981,18.76
215.8981,19.89
215.9981,20.92
216.0981,21.3
216.1981,20.45
216.2981,21.4
216.3981,20.74
216.4981,21.21
216.5981,21.02
216.6981,22.15
216.7981,21.4
216.8981,21.02
216.9981,21.3
217.0981,20.92
217.1981,21.3
217.2981,21.4
217.3981,21.68
217.4981,21.21
217.5981,21.58
217.6981,20.55
217.7981,21.21
217.8981,21.49
217.9981,20.27
218.0981,20.92
218.1981,20.36
218.2981,21.87
218.3981,21.4
218.4981,21.77
218.5981,21.4
218.6981,20.92
218.7981,21.02
218.8981,20.92
218.9981,21.02
219.0981,20.92
219.1981,21.21
219.2981,21.58
219.3981,21.68
219.4981,21.4
219.5981,20.64
219.6981,21.4
219.7981,21.02
219.8981,20.17
219.9981,21.87
220.0981,22.15
220.1981,21.11
220.2981,21.3
220.3981,20.64
220.4981,20.74
220.5981,21.87
220.6981,21.21
220.7981,21.02
220.8981,20.64
220.9981,19.61
221.0981,18.1
221.1981,15.56
221.2981,11.61
221.3981,8.5
221.4981,10.95
221.5981,15.75
221.6981,18.29
221.7981,19.98
221.8981,21.11
221.9981,21.02
222.0981,21.58
222.1981,21.58
222.2981,21.87
222.3981,20.55
222.4981,21.49
222.5981,21.21
222.6981,21.3
222.7981,20.83
222.8981,21.4
222.9981,21.77
223.0981,20.92
223.1981,21.4
223.2981,21.58
223.3981,21.96
223.4981,22.34
223.5981,21.4
223.6981,21.11
223.7981,21.11
223.8981,21.11
223.9981,21.49
224.0981,21.11
224.1981,21.58
224.2981,21.4
224.3981,21.3
224.4981,21.3
224.5981,21.96
224.6981,21.4
224.7981,21.4
224.8981,21.58
224.9981,21.11
225.0981,21.4
225.1981,21.96
225.2981,20.83
225.3981,20.55
225.4981,20.92
225.5981,21.3
225.6981,21.77
225.7981,20.64
225.8981,20.55
225.9981,20.74
226.0981,21.49
226.1981,21.02
226.2981,21.02
226.3981,21.3
226.4981,21.4
226.5981,21.49
226.6981,21.87
226.7981,21.58
226.8981,21.21
226.9981,19.32
227.0981,18.38
227.1981,14.81
227.2981,9.91
227.3981,7.65
227.4981,13.21
227.5981,16.12
227.6981,18.95
227.7981,20.36
227.8981,21.11
227.9981,21.58
228.0981,21.58
228.1981,21.58
228.2981,21.87
228.3981,21.87
228.4981,21.58
228.5981,21.68
228.6981,21.3
228.7981,21.58
228.8981,21.49
228.9981,21.21
229.0981,22.05
229.1981,21.77
229.2981,21.4
229.3981,21.49
229.4981,21.68
229.5981,20.55
229.6981,21.77
229.7981,22.71
229.8981,21.21
229.9981,21.49
230.0981,21.3
230.1981,21.02
230.2981,20.92
230.3981,21.4
230.4981,21.68
230.5981,21.4
230.6981,20.92
230.7981,22.24
230.8981,22.43
230.9981,21.02
231.0981,21.11
231.1981,21.68
231.2981,21.96
231.3981,21.96
231.4981,20.64
231.5981,21.58
231.6981,21.87
231.7981,22.62
231.8981,21.68
231.9981,21.4
232.0981,21.4
232.1981,21.4
232.2981,21.4
232.3981,20.64
232.4981,20.74
232.5981,21.58
232.6981,21.11
232.7981,21.68
232.8981,21.3
232.9981,19.04
233.0981,17.63
233.1981,13.58
233.2981,8.22
233.3981,9.25
233.4981,14.15
233.5981,17.07
233.6981,18.85
233.7981,20.17
233.8981,21.77
233.9981,21.21
234.0981,20.74
234.1981,21.58
234.2981,21.87
234.3981,21.96
234.4981,22.34
234.5981,22.15
234.6981,21.87
234.7981,22.43
234.8981,20.83
234.9981,21.02
235.0981,21.4
235.1981,21.58
235.2981,21.02
235.3981,21.96
235.4981,22.05
235.5981,21.96
235.6981,21.58
235.7981,22.15
235.8981,21.96
235.9981,22.71
236.0981,21.58
236.1981,22.34
236.2981,21.3
236.3981,21.77
236.4981,21.96
236.5981,22.24
236.6981,22.05
236.7981,22.34
236.8981,22.05
236.9981,20.83
237.0981,21.49
237.1981,21.3
237.2981,21.3
237.3981,21.02
237.4981,21.11
237.5981,22.52
237.6981,22.24
237.7981,21.58
237.8981,21.21
237.9981,21.11
238.0981,21.49
238.1981,21.58
238.2981,21.96
238.3981,21.02
238.4981,21.21
238.5981,21.68
238.6981,22.05
238.7981,21.68
238.8981,19.8
238.9981,18.1
239.0981,15.56
239.1981,12.64
239.2981,7.75
239.3981,10.38
239.4981,15.37
239.5981,18.48
239.6981,20.45
239.7981,21.3
239.8981,20.83
239.9981,21.87
240.0981,21.77
240.1981,21.58
240.2981,21.49
240.3981,21.58
240.4981,21.4
240.5981,20.92
240.6981,22.43
240.7981,22.05
240.8981,22.52
240.9981,22.43
241.0981,21.68
241.1981,22.81
241.2981,22.24
241.3981,21.96
241.4981,22.34
241.5981,21.58
241.6981,22.24
241.7981,22.62
241.8981,22.15
241.9981,21.21
242.0981,21.3
242.1981,21.87
242.2981,21.77
242.3981,21.77
242.4981,21.3
242.5981,21.87
242.6981,22.05
242.7981,21.96
242.8981,21.02
242.9981,22.05
243.0981,21.87
243.1981,22.24
243.2981,22.24
243.3981,21.49
243.4981,22.43
243.5981,22.62
243.6981,22.52
243.7981,22.24
243.8981,22.71
243.9981,21.77
244.0981,22.24
244.1981,22.34
244.2981,21.87
244.3981,21.77
244.4981,22.43
244.5981,22.62
244.6981,22.15
244.7981,21.4
244.8981,20.55
244.9981,18.1
245.0981,15.65
245.1981,10.85
245.2981,9.07
245.3981,13.58
245.4981,16.31
245.5981,19.14
245.6981,20.27
245.7981,21.49
245.8981,21.11
245.9981,22.24
246.0981,21.77
246.1981,22.15
246.2981,22.34
246.3981,21.4
246.4981,22.24
246.5981,22.9
246.6981,21.87
246.7981,22.43
246.8981,21.58
246.9981,22.15
247.0981,21.96
247.1981,21.58
247.2981,21.87
247.3981,22.05
247.4981,22.05
247.5981,22.15
247.6981,21.21
247.7981,21.77
247.8981,22.52
247.9981,21.58
248.0981,22.05
248.1981,21.49
248.2981,22.81
248.3981,23.09
248.4981,22.9
248.5981,22.24
248.6981,22.62
248.7981,22.43
248.8981,22.05
248.9981,22.71
249.0981,23.09
249.1981,22.05
249.2981,22.43
249.3981,22.34
249.4981,22.24
249.5981,21.3
249.6981,22.34
249.7981,22.05
249.8981,22.15
249.9981,22.52
250.0981,22.05
250.1981,22.34
250.2981,22.71
250.3981,22.43
250.4981,23.18
250.5981,21.49
250.6981,22.15
250.7981,20.55
250.8981,19.42
250.9981,18.1
251.0981,13.58
251.1981,9.54
251.2981,9.82
251.3981,14.34
251.4981,16.69
251.5981,18.95
251.6981,20.36
251.7981,21.77
251.8981,21.4
251.9981,22.24
252.0981,20.64
252.1981,22.34
252.2981,22.05
252.3981,21.3
252.4981,22.81
252.5981,22.05
252.6981,22.71
252.7981,22.24
252.8981,22.62
252.9981,21.96
253.0981,22.15
253.1981,22.05
253.2981,21.21
253.3981,21.4
253.4981,22.99
253.5981,22.05
253.6981,22.24
253.7981,21.4
253.8981,21.96
253.9981,22.71
254.0981,22.43
254.1981,22.15
254.2981,23.47
254.3981,22.15
254.4981,22.34
254.5981,22.15
254.6981,22.62
254.7981,22.34
254.8981,22.05
254.9981,22.24
255.0981,22.34
255.1981,22.24
255.2981,21.96
255.3981,22.43
255.4981,22.34
255.5981,22.15
255.6981,23.18
255.7981,22.81
255.8981,21.77
255.9981,22.9
256.0981,23.56
256.1981,21.96
256.2981,22.43
256.3981,22.52
256.4981,22.71
256.5981,22.15
256.6981,21.58
256.7981,20.83
256.8981,18.1
256.9981,15.75
257.0981,13.3
257.1981,8.78
257.2981,11.23
257.3981,15.56
257.4981,18.85
257.5981,20.27
257.6981,21.96
257.7981,22.52
257.8981,23.18
257.9981,21.68
258.0981,22.24
258.1981,21.58
258.2981,22.81
258.3981,23.37
258.4981,22.43
258.5981,22.05
258.6981,21.49
258.7981,22.43
258.8981,22.24
258.9981,22.24
259.0981,23.09
259.1981,22.62
259.2981,22.34
259.3981,21.87
259.4981,23.09
259.5981,22.99
259.6981,22.81
259.7981,22.81
259.8981,23.18
259.9981,22.99
260.0981,22.43
260.1981,21.87
260.2981,22.05
260.3981,23.09
260.4981,22.15
260.5981,22.15
260.6981,22.43
260.7981,22.05
260.8981,22.81
260.9981,22.15
261.0981,22.99
261.1981,22.81
261.2981,23.18
261.3981,22.71
261.4981,21.87
261.5981,22.24
261.6981,23.18
261.7981,22.05
261.8981,22.34
261.9981,21.96
262.0981,23.28
262.1981,22.71
