Frequency(MHz),Magnitude(dB)_20260202_204320
117.7981,8.885066927076103
117.8981,8.66341696352158
117.9981,8.647163138292465
118.0981,8.818761414470819
118.1981,9.408932910239757
118.2981,9.978077601374913
118.3981,10.293286553174244
118.4981,10.17068833070412
118.5981,9.934701350073041
118.6981,9.248398361552507
118.7981,8.345275155426325
118.8981,7.506934898173119
118.9981,6.79062226664626
119.0981,6.923210430329192
119.1981,7.4416564966089425
119.2981,8.366140339338337
119.3981,9.213828833716157
119.4981,9.966638236859502
119.5981,10.54208022096568
119.6981,10.91499396618543
119.7981,11.212411790321868
119.8981,11.154228426040945
119.9981,10.928758123397959
120.0981,10.80197463388865
120.1981,10.687660922857651
120.2981,10.510719099104652
120.3981,10.200459317215397
120.4981,9.765026202148725
120.5981,9.29791390615163
120.6981,8.99428311724488
120.7981,9.02954954704713
120.8981,9.409851902735964
120.9981,9.97169794839381
121.0981,10.557177588738643
121.1981,11.085621148971239
121.2981,11.541059421800803
121.3981,11.924305648907861
121.4981,12.212160865434296
121.5981,12.343807224915604
121.6981,12.258912856463349
121.7981,11.869563354654122
121.8981,11.11581764081607
121.9981,9.929758990130965
122.0981,8.283206406411992
122.1981,6.361600959834711
122.2981,5.048335066543311
122.3981,5.507185232569551
122.4981,7.140111323236994
122.5981,8.752914363672456
122.6981,9.926604656943546
122.7981,10.622245500662855
122.8981,10.89423519120925
122.9981,10.808666531651276
123.0981,10.470913732883238
123.1981,10.02520698782335
123.2981,9.642329398352627
123.3981,9.418695530426275
123.4981,9.302219852284022
123.5981,9.135290843059025
123.6981,8.81539970595832
123.7981,8.382143053384915
123.8981,8.101564089498066
123.9981,8.316333744426583
124.0981,9.110332175139334
124.1981,10.131549024224126
124.2981,11.042087595488642
124.3981,11.6679285132458
124.4981,11.995224218839324
124.5981,12.074345675144603
124.6981,12.022077059730725
124.7981,11.927169776510162
124.8981,11.817717234056847
124.9981,11.617772143006631
125.0981,11.185463142794978
125.1981,10.381994515150573
125.2981,9.122807912878967
125.3981,7.574810571506125
125.4981,6.5285875751953535
125.5981,6.965817788812534
125.6981,8.390200683965919
125.7981,9.756160573430874
125.8981,10.704882643246448
125.9981,11.196189146202382
126.0981,11.360934625497002
126.1981,11.290520937237954
126.2981,11.063094023365345
126.3981,10.714770413768285
126.4981,10.221353607384236
126.5981,9.575751088127014
126.6981,8.830425363263693
126.7981,8.150422533012879
126.8981,7.768946851544837
126.9981,7.7841095320119225
127.0981,8.025359951473419
127.1981,8.24666184487372
127.2981,8.378194744599206
127.3981,8.525822725818877
127.4981,8.908809484667078
127.5981,9.577714452019961
127.6981,10.345932464671874
127.7981,10.93961031060724
127.8981,11.178412727852185
127.9981,10.983563388956675
128.0981,10.386840895245344
128.1981,9.542618109873784
128.2981,8.777193907395345
128.3981,8.427630250083459
128.4981,8.502253966231528
128.5981,8.674819248169278
128.6981,8.714217233766243
128.7981,8.65563562138988
128.8981,8.811789887602623
128.9981,9.424303789178124
129.0981,10.368946597320495
129.1981,11.245115608277604
129.2981,11.775453011574236
129.3981,11.838390654974473
129.4981,11.437535345270325
129.5981,10.697086390355675
129.6981,9.941994327915678
129.7981,9.588697404961227
129.8981,9.756933634345659
129.9981,10.083620961113217
130.0981,10.15071457562054
130.1981,9.750989516685582
130.2981,8.84873495953617
130.3981,7.6315392718941135
130.4981,6.728220635465773
130.5981,6.854050074836252
130.6981,7.8000750576617435
130.7981,8.796738464849664
130.8981,9.480765996782845
130.9981,9.828497711157052
131.0981,9.952193450402051
131.1981,9.977568185027254
131.2981,9.949891509244605
131.3981,9.802636428881131
131.4981,9.43250738056985
131.5981,8.764388587145039
131.6981,7.877982851390994
131.7981,7.112526647652486
131.8981,7.178308794711718
131.9981,7.972277113605023
132.0981,8.574513079736734
132.1981,9.146676194354606
132.2981,9.558848935319755
132.3981,9.770932381697934
132.4981,9.945737813925511
132.5981,10.235952317262505
132.6981,10.465439368073188
132.7981,10.60862236901916
132.8981,10.311959109459865
132.9981,9.775959953954455
133.0981,9.98494953381815
133.1981,8.883792908343095
133.2981,7.800413790831948
133.3981,7.980739421950074
133.4981,7.951111570838351
133.5981,8.02606609455066
133.6981,7.4248459278714805
133.7981,6.82011878328221
133.8981,6.254416909404865
133.9981,6.730771496937261
134.0981,7.824414484434432
134.1981,9.131012900034754
134.2981,10.003674313744515
134.3981,10.403979600367819
134.4981,10.321755786023608
134.5981,9.837623267140357
134.6981,9.081036374248427
134.7981,8.158758084397608
134.8981,7.401130958654218
134.9981,6.788867812460047
135.0981,6.3224910489138395
135.1981,5.8658932987446155
135.2981,5.788895160392712
135.3981,6.208516864195879
135.4981,7.187229316996314
135.5981,8.265993986788803
135.6981,9.222497566597823
135.7981,9.778392036653816
135.8981,10.038686116067934
135.9981,9.936007903117689
136.0981,9.569004449451292
136.1981,9.086583267708
136.2981,8.54939467367792
136.3981,7.919634882637109
136.4981,7.356567751614135
136.5981,7.046969033958154
136.6981,6.831592014777206
136.7981,6.834076592434562
136.8981,7.140775777569326
136.9981,7.579632780291517
137.0981,8.168726564420254
137.1981,8.892780538274357
137.2981,9.585205471660473
137.3981,10.394011099776364
137.4981,10.909918877151624
137.5981,11.460832700184977
137.6981,11.705528591850424
137.7981,11.28398266995748
137.8981,10.609225956687663
137.9981,9.642105865742273
138.0981,8.429597784190035
138.1981,7.271032446119513
138.2981,6.6186339757467705
138.3981,6.715403096179015
138.4981,7.290254041728385
138.5981,7.942933721841544
138.6981,8.479481245058508
138.7981,8.862190651698839
138.8981,9.146735924304284
138.9981,9.371651980109945
139.0981,9.557595496562245
139.1981,9.644097918479035
139.2981,9.58680157289044
139.3981,9.327523645015091
139.4981,8.858452902908505
139.5981,8.197877300329303
139.6981,7.476903196384641
139.7981,6.899415443388773
139.8981,6.703403111307841
139.9981,6.94623184494232
140.0981,7.488173753340312
140.1981,8.125072685409476
140.2981,8.72626862868474
140.3981,9.233404026520564
140.4981,9.670597289648951
140.5981,10.065198657570097
140.6981,10.428124788569637
140.7981,10.729389265295017
140.8981,10.884528485904601
140.9981,10.782619218376844
141.0981,10.330535225252845
141.1981,9.465961871847519
141.2981,8.211908646754578
141.3981,6.8549282102097955
141.4981,6.1208864124850395
141.5981,6.547833596500237
141.6981,7.608394622393703
141.7981,8.554516136869141
141.8981,9.115398860278074
141.9981,9.306118511346362
142.0981,9.248398877902826
142.1981,9.136153556354632
142.2981,9.128183367897266
142.3981,9.232384214815543
142.4981,9.33638353533556
142.5981,9.293065055345608
142.6981,9.054642873144148
142.7981,8.669208876052036
142.8981,8.287280638205281
142.9981,8.076376366208041
143.0981,8.066526904558906
143.1981,8.126642005967305
143.2981,8.083595397120973
143.3981,7.914169362130967
143.4981,7.767889781286871
143.5981,7.894146473821811
143.6981,8.407498415147366
143.7981,9.136655843632596
143.8981,9.806621806831076
143.9981,10.22510396841
144.0981,10.338405585424288
144.1981,10.166129559943077
144.2981,9.791250272160035
144.3981,9.27017445253044
144.4981,8.635334121504503
144.5981,7.876577396833666
144.6981,7.012833987288795
144.7981,6.250344958952035
144.8981,6.084892346532339
144.9981,6.769239531800606
145.0981,7.898536819660108
145.1981,8.898332897094127
145.2981,9.490409669224679
145.3981,9.632210810581288
145.4981,9.449584081115486
145.5981,9.194197424812366
145.6981,9.202033397657615
145.7981,9.569756405273592
145.8981,10.063589743929644
145.9981,10.347683466920092
146.0981,10.203755793204268
146.1981,9.53663160385817
146.2981,8.365031777801345
146.3981,6.922384809963209
146.4981,5.923843027797451
146.5981,6.080453695258516
146.6981,6.99246822257502
146.7981,7.851340023689058
146.8981,8.364021677444406
146.9981,8.602661173967899
147.0981,8.790390790173864
147.1981,9.132122027849148
147.2981,9.601206321722255
147.3981,9.980487679300364
147.4981,10.055522073207372
147.5981,9.700101442479298
147.6981,8.87357377205651
147.7981,7.67631028589736
147.8981,6.496390504188439
147.9981,5.971297965492971
148.0981,6.34121022765313
148.1981,7.0905428700760815
148.2981,7.775452040645536
148.3981,8.314239939742626
148.4981,8.82625842544685
148.5981,9.403240976829894
148.6981,10.018242390657921
148.7981,10.519772843602711
148.8981,10.789610391185088
148.9981,10.777349924216589
149.0981,10.50092439058682
149.1981,10.036226729130659
149.2981,9.477658350484829
149.3981,8.881919101807455
149.4981,8.224006001199214
149.5981,7.394425904694209
149.6981,6.371503669345993
149.7981,5.433956084332542
149.8981,5.340578515685137
149.9981,6.443601927307786
150.0981,7.999429047014205
150.1981,9.289388928490506
150.2981,10.082103666026814
150.3981,10.364662040461676
150.4981,10.225077577448813
150.5981,9.807630631614872
150.6981,9.308982162495772
150.7981,8.897713830881855
150.8981,8.576690045699916
150.9981,8.176635209191396
151.0981,7.512868041718498
151.1981,6.574884968738544
151.2981,5.828186283195855
151.3981,6.111548492207481
151.4981,7.432159286295671
151.5981,8.902321127218526
151.6981,9.968384083485955
151.7981,10.511974937252567
151.8981,10.576954995554706
151.9981,10.263969490220946
152.0981,9.768206604982113
152.1981,9.301814900724416
152.2981,9.044418481213178
152.3981,8.944946738723644
152.4981,8.812358526061015
152.5981,8.461591510392813
152.6981,7.81425688229766
152.7981,6.939176801174795
152.8981,6.14466080783553
152.9981,5.875952499634587
153.0981,6.3197849454787
153.1981,7.172064253042577
153.2981,8.07221708929876
153.3981,8.833475510850437
153.4981,9.412687263898237
153.5981,9.793591376883859
153.6981,9.96557901041726
153.7981,9.920000252061701
153.8981,9.657419509154607
153.9981,9.178706989814708
154.0981,8.567214003995534
154.1981,7.921187687602186
154.2981,7.3736195272912575
154.3981,7.030268509337728
154.4981,6.9167909807989805
154.5981,6.989769529921403
154.6981,7.257725868239548
154.7981,7.682348414542442
154.8981,8.248062379327628
154.9981,8.835904094249033
155.0981,9.310769077365093
155.1981,9.558226347936882
155.2981,9.548725512873657
155.3981,9.300565637176241
155.4981,8.909943895446634
155.5981,8.517350157794692
155.6981,8.271313799799232
155.7981,8.175231279052353
155.8981,8.096691161310988
155.9981,7.950787871142012
156.0981,7.6816618782025445
156.1981,7.361715671502587
156.2981,7.187502367904229
156.3981,7.370593113331115
156.4981,7.941251930019339
156.5981,8.723966712666352
156.6981,9.48943576288531
156.7981,10.093239034652575
156.8981,10.449563342971917
156.9981,10.523254623847125
157.0981,10.33000876588801
157.1981,9.890041257249987
157.2981,9.292679182648268
157.3981,8.652728012047238
157.4981,8.072013319748745
157.5981,7.5824586727776655
157.6981,7.148073886166763
157.7981,6.707652110199037
157.8981,6.290579433022449
157.9981,6.053163613586166
158.0981,6.21160177255226
158.1981,6.806445775672584
158.2981,7.607343697687853
158.3981,8.323671051820092
158.4981,8.770846975722215
158.5981,8.886855200709592
158.6981,8.722104833067874
158.7981,8.42409143506012
158.8981,8.193626126498524
158.9981,8.138534212215031
159.0981,8.179151100816458
159.1981,8.086994988598127
159.2981,7.687588286897674
159.3981,6.940420058156359
159.4981,6.131024695981704
159.5981,5.983107676558114
159.6981,6.935934751715628
159.7981,8.408573636774154
159.8981,9.731667073573071
159.9981,10.625158009787356
160.0981,11.072997032600574
160.1981,11.118192435423515
160.2981,10.849142169716472
160.3981,10.336991234652256
160.4981,9.67537352721754
160.5981,8.90484733008528
160.6981,8.059037019816248
160.7981,7.192624077214077
160.8981,6.458957066079357
160.9981,6.11528946942422
161.0981,6.274704229340175
161.1981,6.7629158692399285
161.2981,7.277774522396953
161.3981,7.662564283145087
161.4981,7.957827939856017
161.5981,8.288930900044717
161.6981,8.747777213205469
161.7981,9.28415364341688
161.8981,9.734938465492428
161.9981,9.9056495765829
162.0981,9.677942561763142
162.1981,9.012178943860281
162.2981,7.916797739817474
162.3981,6.5780374471477785
162.4981,5.4956392501608295
162.5981,5.202424094525101
162.6981,5.640886724573011
162.7981,6.275769092943857
162.8981,6.8382131998773135
162.9981,7.410223947603435
163.0981,8.141773169356819
163.1981,9.011269978225396
163.2981,9.794180668123628
163.3981,10.275034390324736
163.4981,10.305588000267553
163.5981,9.808010128792713
163.6981,8.791702826300565
163.7981,7.425385723627226
163.8981,6.221667558873364
163.9981,5.872835301743909
164.0981,6.340169361160324
164.1981,6.927344990974983
164.2981,7.239496985173757
164.3981,7.2915960405605675
164.4981,7.422421126766334
164.5981,7.96958368290999
164.6981,8.909367236444783
164.7981,9.873167227717849
164.8981,10.571678246324257
164.9981,10.86332063418582
165.0981,10.748641446159334
165.1981,10.272421422769682
165.2981,9.549216490152906
165.3981,8.731773249572722
165.4981,7.965399906755365
165.5981,7.2748611276768935
165.6981,6.601044169086549
165.7981,5.919831144152131
165.8981,5.434951424317578
165.9981,5.474323021033443
166.0981,6.116047899687409
166.1981,6.96830096742843
166.2981,7.65172222030098
166.3981,8.012425863815963
166.4981,8.094304843851365
166.5981,8.028546948563978
166.6981,7.983620095452068
166.7981,8.0015653177993
166.8981,7.961662099478239
166.9981,7.668110404585744
167.0981,6.987149986236406
167.1981,5.954477192258767
167.2981,5.0450579494921985
167.3981,5.114246374569834
167.4981,6.2464712112347955
167.5981,7.5881208399243425
167.6981,8.579943512527798
167.7981,9.084198698200627
167.8981,9.223643817192556
167.9981,9.20211689963867
168.0981,9.289018075344503
168.1981,9.62152181508204
168.2981,10.074477637689894
168.3981,10.414325594573624
168.4981,10.439706500377353
168.5981,10.05008219631743
168.6981,9.239859865676914
168.7981,8.12167065579035
168.8981,7.009669824345862
168.9981,6.3576192787149255
169.0981,6.3205267334863375
169.1981,6.578901590787693
169.2981,6.7891925627208725
169.3981,6.878574560791777
169.4981,7.006982668015837
169.5981,7.355232907503419
169.6981,7.921097969516579
169.7981,8.49634664852452
169.8981,8.86815478554636
169.9981,8.889261416215675
170.0981,8.513652576373579
170.1981,7.778164975052232
170.2981,6.813285398866261
170.3981,5.860880291839913
170.4981,5.232161478540097
170.5981,5.078008395916686
170.6981,5.282091750795055
170.7981,5.651585375727901
170.8981,6.08762691668341
170.9981,6.564956919118692
171.0981,7.052608386755344
171.1981,7.5071816318683595
171.2981,7.895810646760372
171.3981,8.205957591166491
171.4981,8.462973309130359
171.5981,8.639185651764317
171.6981,8.700273340050325
171.7981,8.574199497086658
171.8981,8.215137904224811
171.9981,7.595578598482399
172.0981,6.78342804820814
172.1981,6.001794478341537
172.2981,5.612899744473124
172.3981,5.876801032033886
172.4981,6.627989932948393
172.5981,7.509725255789487
172.6981,8.290463368531826
172.7981,8.896761550461513
172.8981,9.377447591407224
172.9981,9.766118525243947
173.0981,10.099965231105907
173.1981,10.349427351954695
173.2981,10.448541964659464
173.3981,10.316483709274639
173.4981,9.890032794057674
173.5981,9.103995165811792
173.6981,7.956128962209059
173.7981,6.509839901902157
173.8981,5.084435248468059
173.9981,4.27414694565268
174.0981,4.515188706873092
174.1981,5.416935431990701
174.2981,6.384725837199932
174.3981,7.110923741863254
174.4981,7.513260730097015
174.5981,7.617452160169311
174.6981,7.50200731352421
174.7981,7.287977530319295
174.8981,7.081271633592809
174.9981,6.895583513508454
175.0981,6.622988420730431
175.1981,6.0837293383509925
175.2981,5.152363667060332
175.3981,3.8875694583998555
175.4981,2.9349271304229902
175.5981,3.392005314778326
175.6981,5.115101082622887
175.7981,6.965077974152514
175.8981,8.394102267756255
175.9981,9.322111299131585
176.0981,9.826321355685263
176.1981,10.012680674187813
176.2981,10.016339087753238
176.3981,9.939340830077679
176.4981,9.816055740177122
176.5981,9.59454729813958
176.6981,9.17226673371125
176.7981,8.472479273182946
176.8981,7.486972488417852
176.9981,6.3961207783782985
177.0981,5.6190718253358165
177.1981,5.548255624774633
177.2981,6.0595739862011575
177.3981,6.688547202512673
177.4981,7.151025017105283
177.5981,7.400894718228964
177.6981,7.554763410360062
177.7981,7.747799444634948
177.8981,8.025313418633825
177.9981,8.293229457049316
178.0981,8.391542484642704
178.1981,8.180065129004133
178.2981,7.570305969884928
178.3981,6.5348497220774675
178.4981,5.145331431200603
178.5981,3.6353319812019724
178.6981,2.528425980821111
178.7981,2.421596379195653
178.8981,3.338557826392015
178.9981,4.775347956440236
179.0981,6.259604245629261
179.1981,7.517052580492494
179.2981,8.392275801969948
179.3981,8.797396152168474
179.4981,8.70119706459496
179.5981,8.125930633083264
179.6981,7.218806570612434
179.7981,6.280807271011732
179.8981,5.816298753676089
179.9981,5.950578482266735
180.0981,6.3087770125773766
180.1981,6.431993299598785
180.2981,6.137076030864491
180.3981,5.554342508441192
180.4981,5.227326240376541
180.5981,5.785131431421614
180.6981,7.04543950137757
180.7981,8.32172907070784
180.8981,9.212569097023852
180.9981,9.60453129502917
181.0981,9.561792877016961
181.1981,9.230213726908035
181.2981,8.856832023852215
181.3981,8.637800564065696
181.4981,8.590587594591652
181.5981,8.536112225172785
181.6981,8.246506418827636
181.7981,7.594099104811968
181.8981,6.614974001144667
181.9981,5.544072602122522
182.0981,4.910253356282997
182.1981,5.00722930548725
182.2981,5.499006123445183
182.3981,5.889710580427016
182.4981,5.980728359462882
182.5981,5.844562922159122
182.6981,5.684158840736242
182.7981,5.685830315081476
182.8981,5.815816201342791
182.9981,5.853317756660114
183.0981,5.5578840210408735
183.1981,4.797034059950269
183.2981,3.5697930110264755
183.3981,2.208851980792895
183.4981,1.541926124060824
183.5981,2.117621605065476
183.6981,3.337635594540742
183.7981,4.538052719772238
183.8981,5.593685084071771
183.9981,6.586528195444189
184.0981,7.5737363016085855
184.1981,8.483397079022502
184.2981,9.176325759253874
184.3981,9.543098681150578
184.4981,9.540023747240337
184.5981,9.186584554191201
184.6981,8.609890798265077
184.7981,8.030899270008076
184.8981,7.6929141885859655
184.9981,7.6265846120327225
185.0981,7.609162879537635
185.1981,7.345258897471619
185.2981,6.687053690815166
185.3981,5.727491928698187
185.4981,5.010767980446911
185.5981,5.255139804796501
185.6981,6.392462659631364
185.7981,7.588322896684826
185.8981,8.394280786367068
185.9981,8.678883197307123
186.0981,8.476847346048167
186.1981,7.878129388980991
186.2981,7.087697253989581
186.3981,6.324265159142005
186.4981,5.735967559537012
186.5981,5.187782526472504
186.6981,4.429937196737948
186.7981,3.2507745349881083
186.8981,1.7897522161630295
186.9981,0.9755749747166852
187.0981,1.9217758411635355
187.1981,3.8355201755458634
187.2981,5.559164102976162
187.3981,6.772170075368278
187.4981,7.478470495697843
187.5981,7.739994456215472
187.6981,7.641642470602944
187.7981,7.227955191054324
187.8981,6.551495802789631
187.9981,5.642048993243898
188.0981,4.580452938808665
188.1981,3.533025175513324
188.2981,2.8277115655908815
188.3981,2.811663637777872
188.4981,3.4730834884953907
188.5981,4.462284224707652
188.6981,5.488520914246021
188.7981,6.441458098035117
188.8981,7.3100219255332535
188.9981,8.099477129995185
189.0981,8.773946727320451
189.1981,9.253625327511942
189.2981,9.473906824457712
189.3981,9.390522598613547
189.4981,8.998266831484118
189.5981,8.315465875739696
189.6981,7.45190535945262
189.7981,6.55304146108811
189.8981,5.804506404236651
189.9981,5.326955351086609
190.0981,5.104112161758748
190.1981,5.038935945710692
190.2981,5.096869677047304
190.3981,5.300722095782481
190.4981,5.650209283452938
190.5981,6.07089525927803
190.6981,6.4421498350673545
190.7981,6.628798890421638
190.8981,6.567687792660166
190.9981,6.185839888210194
191.0981,5.4608937890063025
191.1981,4.347253495998386
191.2981,2.852333800672015
191.3981,1.0920618311144448
191.4981,-0.4366585822720786
191.5981,-0.9433793531599344
191.6981,-0.08121643198257679
191.7981,1.3531237710077506
191.8981,2.8170339171374357
191.9981,4.143849816882134
192.0981,5.364485925755944
192.1981,6.475920462672854
192.2981,7.4660337694516645
192.3981,8.240327143225443
192.4981,8.723561188111988
192.5981,8.838460704035098
192.6981,8.550072709665592
192.7981,7.850108318173973
192.8981,6.837209330102414
192.9981,5.778207279934447
193.0981,5.145165407732256
193.1981,5.218743209902188
193.2981,5.732769093594584
193.3981,6.222676068316889
193.4981,6.43680917213315
193.5981,6.352347603769824
193.6981,6.152130187974974
193.7981,6.1049673969158444
193.8981,6.388019362324508
193.9981,6.868589891278902
194.0981,7.281036862850301
194.1981,7.394198795365825
194.2981,7.094060807830605
194.3981,6.348241641105728
194.4981,5.184066690544295
194.5981,3.7361826106499847
194.6981,2.262291146427705
194.7981,1.0647715838406533
194.8981,0.39227669655345143
194.9981,0.31394324201095036
195.0981,0.8234582858854762
195.1981,1.755770396122187
195.2981,2.830226933055884
195.3981,3.744647709330165
195.4981,4.375370086205103
195.5981,4.709630781887093
195.6981,4.836285137667716
195.7981,4.873064022013112
195.8981,4.893207651099123
195.9981,4.8827567025430545
196.0981,4.677715826150165
196.1981,4.111085200603768
196.2981,3.0266723593657696
196.3981,1.4145008697037715
196.4981,-0.10112104108491371
196.5981,0.014676042999430946
196.6981,1.8161638107916924
196.7981,3.738843956778778
196.8981,5.150687262490364
196.9981,6.051412118645904
197.0981,6.649344148295542
197.1981,7.1502884686744075
197.2981,7.682132911585306
197.3981,8.19946195410132
197.4981,8.531828961741708
197.5981,8.536997932377949
197.6981,8.111577353295317
197.7981,7.175827200548536
197.8981,5.8128707871019225
197.9981,4.415634922637924
198.0981,3.781277911939707
198.1981,4.223424217745923
198.2981,5.020589061898008
198.3981,5.501255782573712
198.4981,5.460827094198254
198.5981,4.996705901097377
198.6981,4.518063849892874
198.7981,4.5282764660388
198.8981,5.116144160299104
198.9981,5.832583011167898
199.0981,6.228152961583495
199.1981,6.069997942211512
199.2981,5.2430990381941704
199.3981,3.61586195156881
199.4981,1.0118116052460315
199.5981,-2.8792215911414805
199.6981,-7.813988566843668
199.7981,-7.867665532288957
199.8981,-3.966737166727677
199.9981,-0.8817148514325093
200.0981,1.473306057264669
200.1981,3.3389624995068785
200.2981,4.748682363315387
200.3981,5.685706002993611
200.4981,6.189861009398138
200.5981,6.3170447038017
200.6981,6.187010356952949
200.7981,5.959369062691736
200.8981,5.7676610591124415
200.9981,5.633182537718302
201.0981,5.397179031892482
201.1981,4.860302901838065
201.2981,3.9198902164346556
201.3981,2.722176773853006
201.4981,1.9941314536975951
201.5981,2.571186700509
201.6981,4.022560504896962
201.7981,5.40780931353687
201.8981,6.362071691616756
201.9981,6.828672463620511
202.0981,6.911668389654397
202.1981,6.751127382840595
202.2981,6.49946432568416
202.3981,6.2315828582945185
202.4981,5.872704995482217
202.5981,5.229825292598208
202.6981,4.060475303918164
202.7981,2.0163660309959326
202.8981,-1.4050984449542678
202.9981,-6.316071118237874
203.0981,-5.524869229821912
203.1981,-0.9441457415373199
203.2981,1.9262347872835028
203.3981,3.493033706212173
203.4981,4.213436011847706
203.5981,4.327519289920774
203.6981,4.116079226197604
203.7981,3.794882637799011
203.8981,3.5285467159762884
203.9981,3.3097778683665364
204.0981,2.946172109386559
204.1981,2.2176361955488484
204.2981,0.9326229786215862
204.3981,-1.0230144840847597
204.4981,-3.2730193697595378
204.5981,-4.140139228363266
204.6981,-2.4903749193940445
204.7981,-0.17963168269833807
204.8981,1.7501577347099238
204.9981,3.2146627880202825
205.0981,4.314721634003866
205.1981,5.11829104186871
205.2981,5.667871440834048
205.3981,5.978541787881304
205.4981,6.071568125430727
205.5981,5.948145944036281
205.6981,5.614330627185976
205.7981,5.072221758712181
205.8981,4.325232289456192
205.9981,3.3703414356350847
206.0981,2.32659973560133
206.1981,1.4894428055190185
206.2981,1.3680805124735997
206.3981,2.1327995883991986
206.4981,3.330958677337566
206.5981,4.454592586004254
206.6981,5.253273306348202
206.7981,5.63322170992512
206.8981,5.594830112956641
206.9981,5.184066690544294
207.0981,4.475947429673214
207.1981,3.5887404018875806
207.2981,2.67416742215945
207.3981,1.7818068232104114
207.4981,0.8137179469652285
207.5981,-0.4945406505367227
207.6981,-2.5524870641777575
207.7981,-6.043591413038818
207.8981,-12.815647474923326
207.9981,-13.50382844267413
208.0981,-5.900668766687054
208.1981,-1.7833125379734207
208.2981,0.728823080675644
208.3981,2.3138496612546846
208.4981,3.2565787357241605
208.5981,3.692167853888137
208.6981,3.7467284184096727
208.7981,3.516080976043546
208.8981,3.154366957077701
208.9981,2.805740456111364
209.0981,2.5881273672389664
209.1981,2.4836812303096556
209.2981,2.3626964962310475
209.3981,2.1101048467800183
209.4981,1.7360957203783067
209.5981,1.461007363099579
209.6981,1.7075002206606815
209.7981,2.5599042747842313
209.8981,3.7135551018626467
209.9981,4.714706739332853
210.0981,5.347727804906514
210.1981,5.533047147007011
210.2981,5.302522203183516
210.3981,4.778016951412993
210.4981,4.113713464502821
210.5981,3.476921342197685
210.6981,2.9132666233322997
210.7981,2.232612079555103
210.8981,1.12132918944394
210.9981,-0.8096115287436196
211.0981,-4.158803195102666
211.1981,-9.570860036747026
211.2981,-9.430189633318868
211.3981,-4.0707636553451
211.4981,-0.8401955886764076
211.5981,0.9923334299374086
211.6981,1.9294444013971583
211.7981,2.2724584037572613
211.8981,2.256547702936123
211.9981,2.0429502233987566
212.0981,1.6784201176360425
212.1981,1.0870469256535626
212.2981,0.04097719044214079
212.3981,-1.769844348981311
212.4981,-4.899270723835683
212.5981,-10.777417765670334
212.6981,-16.500429012805363
212.7981,-8.189314044716756
212.8981,-3.7052821764175974
212.9981,-1.0709046824908688
213.0981,0.6939278386064858
213.1981,1.9814883004078518
213.2981,2.9544943969748645
213.3981,3.606880620306781
213.4981,3.876327141306686
213.5981,3.679895657727215
213.6981,2.943661284875681
