Frequency(MHz),Power(dBmV/100kHz)_20260203_091320
180.0981,22.2
180.1981,23.8
180.2981,23.05
180.3981,23.89
180.4981,22.95
180.5981,23.7
180.6981,23.61
180.7981,23.89
180.8981,23.99
180.9981,23.8
181.0981,23.8
181.1981,24.65
181.2981,23.7
181.3981,23.42
181.4981,23.14
181.5981,23.89
181.6981,23.14
181.7981,23.52
181.8981,23.61
181.9981,23.99
182.0981,23.89
182.1981,23.52
182.2981,23.7
182.3981,23.52
182.4981,23.89
182.5981,23.99
182.6981,23.8
182.7981,23.14
182.8981,24.08
182.9981,23.52
183.0981,23.33
183.1981,24.27
183.2981,24.27
183.3981,23.89
183.4981,24.08
183.5981,23.42
183.6981,24.27
183.7981,24.55
183.8981,24.27
183.9981,23.89
184.0981,23.61
184.1981,23.42
184.2981,24.08
184.3981,23.61
184.4981,23.05
184.5981,23.52
184.6981,24.27
184.7981,23.89
184.8981,23.52
184.9981,23.89
185.0981,23.61
185.1981,21.63
185.2981,20.32
185.3981,16.55
185.4981,13.35
185.5981,11.0
185.6981,15.23
185.7981,19.37
185.8981,21.26
185.9981,21.54
186.0981,22.39
186.1981,23.33
186.2981,24.65
186.3981,24.93
186.4981,23.89
186.5981,23.99
186.6981,23.23
186.7981,23.7
186.8981,23.89
186.9981,23.42
187.0981,24.17
187.1981,23.61
187.2981,23.7
187.3981,23.23
187.4981,23.61
187.5981,22.86
187.6981,24.17
187.7981,22.86
187.8981,23.42
187.9981,23.61
188.0981,23.7
188.1981,24.08
188.2981,23.7
188.3981,24.65
188.4981,24.27
188.5981,23.14
188.6981,23.89
188.7981,24.46
188.8981,23.89
188.9981,23.8
189.0981,24.36
189.1981,24.17
189.2981,24.17
189.3981,23.52
189.4981,22.95
189.5981,22.95
189.6981,23.8
189.7981,24.27
189.8981,23.52
189.9981,23.42
190.0981,24.36
190.1981,23.8
190.2981,23.52
190.3981,24.27
190.4981,23.7
190.5981,23.52
190.6981,22.57
190.7981,23.42
190.8981,23.99
190.9981,24.46
191.0981,23.89
191.1981,22.39
191.2981,19.66
191.3981,16.27
191.4981,11.09
191.5981,11.09
191.6981,15.61
191.7981,18.53
191.8981,21.07
191.9981,22.76
192.0981,23.05
192.1981,23.99
192.2981,23.52
192.3981,23.33
192.4981,23.33
192.5981,23.42
192.6981,24.27
192.7981,23.8
192.8981,24.17
192.9981,22.67
193.0981,23.8
193.1981,24.46
193.2981,23.89
193.3981,23.14
193.4981,23.7
193.5981,24.08
193.6981,23.7
193.7981,23.89
193.8981,23.33
193.9981,23.7
194.0981,23.33
194.1981,23.05
194.2981,23.52
194.3981,23.7
194.4981,23.8
194.5981,23.52
194.6981,23.52
194.7981,24.36
194.8981,24.46
194.9981,23.89
195.0981,23.14
195.1981,24.65
195.2981,23.99
195.3981,24.08
195.4981,23.23
195.5981,24.27
195.6981,23.99
195.7981,23.99
195.8981,24.65
195.9981,23.8
196.0981,24.27
196.1981,24.55
196.2981,24.36
196.3981,23.99
196.4981,23.05
196.5981,23.33
196.6981,23.14
196.7981,23.8
196.8981,23.7
196.9981,23.61
197.0981,22.01
197.1981,21.16
197.2981,18.25
197.3981,14.86
197.4981,10.15
197.5981,12.22
197.6981,16.74
197.7981,19.47
197.8981,22.1
197.9981,23.52
198.0981,23.89
198.1981,24.27
198.2981,24.27
198.3981,23.8
198.4981,23.42
198.5981,23.23
198.6981,24.36
198.7981,22.95
198.8981,24.27
198.9981,23.33
199.0981,23.7
199.1981,23.8
199.2981,24.17
199.3981,22.95
199.4981,23.8
199.5981,23.61
199.6981,23.52
199.7981,23.89
199.8981,23.52
199.9981,23.99
200.0981,23.7
200.1981,23.99
200.2981,24.65
200.3981,23.8
200.4981,23.8
200.5981,23.8
200.6981,24.08
200.7981,23.42
200.8981,23.99
200.9981,23.14
201.0981,23.05
201.1981,23.33
201.2981,23.61
201.3981,25.3
201.4981,23.23
201.5981,23.7
201.6981,23.61
201.7981,24.65
201.8981,23.52
201.9981,23.89
202.0981,23.8
202.1981,23.42
202.2981,23.23
202.3981,23.99
202.4981,24.17
202.5981,24.83
202.6981,24.46
202.7981,23.33
202.8981,23.42
202.9981,23.42
203.0981,21.92
203.1981,20.41
203.2981,18.53
203.3981,13.73
203.4981,10.43
203.5981,14.29
203.6981,18.06
203.7981,20.69
203.8981,23.14
203.9981,24.36
204.0981,23.89
204.1981,23.99
204.2981,23.8
204.3981,23.42
204.4981,23.7
204.5981,24.65
204.6981,23.42
204.7981,23.52
204.8981,23.42
204.9981,23.7
205.0981,23.7
205.1981,23.05
205.2981,24.17
205.3981,23.42
205.4981,24.65
205.5981,24.08
205.6981,23.33
205.7981,23.33
205.8981,23.05
205.9981,23.7
206.0981,23.61
206.1981,23.61
206.2981,23.61
206.3981,23.89
206.4981,24.08
206.5981,23.33
206.6981,24.27
206.7981,23.33
206.8981,23.33
206.9981,23.23
207.0981,23.14
207.1981,23.61
207.2981,23.23
207.3981,24.08
207.4981,23.99
207.5981,23.33
207.6981,23.8
207.7981,23.89
207.8981,22.86
207.9981,23.89
208.0981,23.99
208.1981,24.36
208.2981,23.99
208.3981,23.52
208.4981,23.7
208.5981,23.33
208.6981,23.42
208.7981,24.17
208.8981,23.89
208.9981,23.14
209.0981,21.92
209.1981,20.03
209.2981,17.49
209.3981,12.13
209.4981,10.62
209.5981,15.89
209.6981,18.9
209.7981,21.26
209.8981,22.86
209.9981,23.14
210.0981,23.42
210.1981,22.48
210.2981,23.52
210.3981,24.83
210.4981,23.99
210.5981,24.46
210.6981,23.23
210.7981,24.17
210.8981,23.89
210.9981,23.33
211.0981,23.05
211.1981,24.08
211.2981,23.52
211.3981,23.33
211.4981,24.17
211.5981,24.17
211.6981,24.65
211.7981,24.74
211.8981,23.89
211.9981,24.27
212.0981,24.74
212.1981,23.99
212.2981,23.99
212.3981,24.27
212.4981,24.93
212.5981,23.89
212.6981,23.99
212.7981,24.46
212.8981,24.08
212.9981,23.14
213.0981,23.52
213.1981,24.17
213.2981,23.99
213.3981,24.08
213.4981,23.89
213.5981,23.61
213.6981,23.33
213.7981,23.89
213.8981,23.8
213.9981,23.42
214.0981,23.99
214.1981,23.14
214.2981,24.17
214.3981,23.61
214.4981,23.89
214.5981,22.86
214.6981,23.61
214.7981,23.05
214.8981,23.52
214.9981,22.86
215.0981,21.54
215.1981,19.0
215.2981,15.7
215.3981,11.19
215.4981,12.03
215.5981,17.49
215.6981,19.85
215.7981,20.97
215.8981,23.33
215.9981,22.86
216.0981,24.27
216.1981,23.89
216.2981,23.52
216.3981,24.27
216.4981,23.89
216.5981,23.99
216.6981,24.65
216.7981,24.27
216.8981,24.08
216.9981,23.89
217.0981,23.23
217.1981,22.95
217.2981,23.8
217.3981,23.52
217.4981,24.36
217.5981,23.99
217.6981,24.08
217.7981,23.7
217.8981,23.8
217.9981,23.23
218.0981,23.89
218.1981,23.7
218.2981,23.8
218.3981,24.08
218.4981,23.23
218.5981,25.02
218.6981,24.17
218.7981,24.65
218.8981,23.14
218.9981,23.14
219.0981,24.65
219.1981,24.46
219.2981,23.52
219.3981,24.17
219.4981,23.61
219.5981,24.17
219.6981,24.27
219.7981,23.99
219.8981,24.17
219.9981,23.99
220.0981,23.61
220.1981,23.52
220.2981,23.99
220.3981,23.89
220.4981,23.42
220.5981,24.27
220.6981,24.08
220.7981,24.17
220.8981,22.95
220.9981,22.1
221.0981,20.22
221.1981,18.15
221.2981,13.73
221.3981,10.15
221.4981,13.92
221.5981,16.55
221.6981,20.41
221.7981,22.29
221.8981,23.14
221.9981,24.17
222.0981,24.36
222.1981,24.27
222.2981,23.8
222.3981,23.7
222.4981,23.89
222.5981,24.65
222.6981,23.89
222.7981,23.23
222.8981,23.52
222.9981,22.86
223.0981,23.7
223.1981,23.8
223.2981,24.08
223.3981,23.52
223.4981,23.89
223.5981,24.17
223.6981,24.46
223.7981,23.14
223.8981,23.61
223.9981,24.83
224.0981,24.36
224.1981,24.55
224.2981,23.8
224.3981,23.99
224.4981,24.17
224.5981,23.99
224.6981,24.46
224.7981,24.46
224.8981,23.23
224.9981,24.36
225.0981,24.08
225.1981,24.36
225.2981,24.36
225.3981,24.27
225.4981,23.61
225.5981,23.61
225.6981,23.7
225.7981,25.68
225.8981,24.27
225.9981,24.17
226.0981,24.27
226.1981,23.7
226.2981,23.99
226.3981,23.8
226.4981,23.61
226.5981,23.7
226.6981,24.27
226.7981,23.33
226.8981,22.86
226.9981,22.29
227.0981,19.94
227.1981,16.55
227.2981,12.88
227.3981,10.72
227.4981,15.7
227.5981,19.47
227.6981,21.73
227.7981,23.7
227.8981,24.55
227.9981,24.55
228.0981,24.46
228.1981,24.65
228.2981,23.89
228.3981,24.27
228.4981,24.08
228.5981,23.7
228.6981,24.46
228.7981,24.55
228.8981,24.36
228.9981,22.95
229.0981,23.33
229.1981,23.8
229.2981,23.7
229.3981,23.8
229.4981,24.27
229.5981,24.55
229.6981,24.08
229.7981,24.55
229.8981,24.83
229.9981,23.7
230.0981,24.36
230.1981,24.93
230.2981,24.46
230.3981,24.08
230.4981,24.36
230.5981,23.7
230.6981,23.99
230.7981,24.55
230.8981,22.95
230.9981,24.17
231.0981,23.89
231.1981,24.93
231.2981,24.08
231.3981,25.02
231.4981,24.74
231.5981,24.17
231.6981,24.36
231.7981,25.59
231.8981,24.93
231.9981,24.93
232.0981,25.4
232.1981,24.08
232.2981,24.36
232.3981,24.27
232.4981,25.21
232.5981,25.4
232.6981,24.17
232.7981,23.7
232.8981,23.89
232.9981,22.1
233.0981,19.66
233.1981,17.12
233.2981,11.28
233.3981,12.5
233.4981,17.4
233.5981,21.26
233.6981,22.2
233.7981,23.99
233.8981,24.46
233.9981,24.27
234.0981,25.12
234.1981,25.4
234.2981,23.99
234.3981,24.74
234.4981,24.65
234.5981,23.89
234.6981,24.36
234.7981,24.65
234.8981,24.27
234.9981,24.46
235.0981,25.12
235.1981,24.65
235.2981,25.21
235.3981,25.4
235.4981,25.59
235.5981,24.65
235.6981,25.68
235.7981,24.83
235.8981,24.55
235.9981,24.93
236.0981,24.65
236.1981,25.02
236.2981,24.93
236.3981,24.36
236.4981,24.83
236.5981,25.21
236.6981,25.12
236.7981,25.4
236.8981,25.49
236.9981,24.55
237.0981,25.4
237.1981,25.49
237.2981,25.68
237.3981,24.93
237.4981,24.65
237.5981,25.59
237.6981,25.3
237.7981,25.96
237.8981,25.02
237.9981,25.02
238.0981,24.65
238.1981,25.02
238.2981,25.68
238.3981,25.02
238.4981,25.68
238.5981,26.24
238.6981,24.46
238.7981,25.02
238.8981,24.08
238.9981,22.2
239.0981,19.0
239.1981,15.33
239.2981,11.37
239.3981,14.76
239.4981,18.53
239.5981,21.63
239.6981,23.7
239.7981,24.36
239.8981,25.12
239.9981,25.4
240.0981,24.08
240.1981,24.74
240.2981,24.55
240.3981,25.49
240.4981,24.74
240.5981,25.12
240.6981,25.4
240.7981,25.12
240.8981,25.02
240.9981,25.02
241.0981,25.49
241.1981,24.93
241.2981,25.02
241.3981,23.99
241.4981,24.17
241.5981,24.55
241.6981,24.46
241.7981,25.02
241.8981,24.93
241.9981,24.36
242.0981,24.46
242.1981,23.89
242.2981,24.55
242.3981,24.65
242.4981,24.74
242.5981,25.21
242.6981,24.93
242.7981,24.74
242.8981,24.83
242.9981,25.02
243.0981,24.83
243.1981,25.12
243.2981,24.74
243.3981,25.3
243.4981,24.17
243.5981,24.83
243.6981,24.46
243.7981,24.93
243.8981,24.83
243.9981,25.4
244.0981,24.83
244.1981,24.93
244.2981,25.87
244.3981,24.83
244.4981,24.74
244.5981,25.68
244.6981,24.36
244.7981,24.08
244.8981,23.23
244.9981,21.07
245.0981,17.4
245.1981,13.16
245.2981,10.62
245.3981,16.17
245.4981,19.37
245.5981,21.54
245.6981,22.48
245.7981,24.08
245.8981,24.93
245.9981,25.68
246.0981,25.21
246.1981,24.83
246.2981,25.49
246.3981,24.65
246.4981,24.46
246.5981,25.49
246.6981,25.12
246.7981,24.46
246.8981,24.93
246.9981,25.12
247.0981,25.68
247.1981,24.27
247.2981,25.02
247.3981,24.55
247.4981,24.27
247.5981,24.65
247.6981,24.55
247.7981,24.36
247.8981,24.55
247.9981,25.02
248.0981,25.4
248.1981,24.36
248.2981,24.83
248.3981,24.83
248.4981,25.59
248.5981,24.55
248.6981,24.93
248.7981,25.21
248.8981,25.4
248.9981,24.55
249.0981,25.21
249.1981,25.59
249.2981,24.27
249.3981,24.27
249.4981,24.65
249.5981,24.17
249.6981,25.02
249.7981,24.93
249.8981,24.65
249.9981,25.4
250.0981,24.46
250.1981,25.12
250.2981,24.46
250.3981,25.3
250.4981,24.93
250.5981,25.21
250.6981,24.93
250.7981,24.27
250.8981,22.2
250.9981,19.37
251.0981,16.65
251.1981,11.75
251.2981,12.69
251.3981,17.96
251.4981,20.32
251.5981,23.05
251.6981,24.27
251.7981,25.77
251.8981,24.36
251.9981,25.02
252.0981,24.93
252.1981,24.93
252.2981,25.4
252.3981,25.77
252.4981,24.93
252.5981,24.08
252.6981,24.08
252.7981,23.8
252.8981,23.89
252.9981,24.46
253.0981,24.08
253.1981,23.99
253.2981,24.93
253.3981,25.21
253.4981,25.49
253.5981,24.08
253.6981,24.27
253.7981,25.49
253.8981,24.93
253.9981,25.87
254.0981,25.21
254.1981,24.74
254.2981,25.02
254.3981,25.68
254.4981,25.12
254.5981,25.21
254.6981,24.83
254.7981,24.83
254.8981,25.12
254.9981,24.46
255.0981,24.17
255.1981,25.12
255.2981,25.4
255.3981,23.99
255.4981,25.02
255.5981,25.12
255.6981,24.74
255.7981,24.93
255.8981,25.21
255.9981,25.02
256.0981,25.21
256.1981,25.3
256.2981,25.59
256.3981,25.12
256.4981,24.93
256.5981,25.49
256.6981,25.3
256.7981,23.42
256.8981,22.57
256.9981,19.56
257.0981,15.42
257.1981,10.43
257.2981,13.54
257.3981,18.72
257.4981,20.6
257.5981,23.33
257.6981,23.33
257.7981,24.74
257.8981,24.83
257.9981,24.46
258.0981,25.49
258.1981,25.4
258.2981,25.49
258.3981,25.02
258.4981,25.21
258.5981,23.61
258.6981,25.12
258.7981,25.96
258.8981,25.68
258.9981,25.02
259.0981,25.21
259.1981,25.21
259.2981,25.59
259.3981,25.3
259.4981,24.83
259.5981,25.3
259.6981,24.93
259.7981,24.55
259.8981,24.65
259.9981,25.49
260.0981,24.65
260.1981,23.89
260.2981,24.83
260.3981,23.99
260.4981,25.59
260.5981,25.4
260.6981,24.36
260.7981,24.83
260.8981,25.21
260.9981,24.36
261.0981,25.49
261.1981,25.21
261.2981,24.74
261.3981,25.12
261.4981,25.12
